"Date","Price","Open","High","Low","Vol.","Change %"
"02/26/2025","755.22","758.26","763.59","755.09","","-0.39%"
"02/25/2025","758.20","770.23","776.15","758.18","","-1.58%"
"02/24/2025","770.34","788.43","789.70","769.45","","-1.83%"
"02/21/2025","784.68","785.68","798.64","783.19","","-0.11%"
"02/20/2025","785.54","807.68","807.68","783.41","","-2.64%"
"02/19/2025","806.84","811.35","816.80","800.84","","-0.41%"
"02/18/2025","810.14","805.04","813.44","797.43","","1.43%"
"02/17/2025","798.75","813.65","814.87","797.72","","-1.81%"
"02/14/2025","813.51","828.06","828.06","802.74","","-1.76%"
"02/13/2025","828.05","832.23","832.23","818.94","","-0.45%"
"02/12/2025","831.79","829.02","838.50","821.23","","0.65%"
"02/11/2025","826.42","808.47","830.83","808.47","","2.23%"
"02/10/2025","808.40","826.10","832.31","807.35","","-1.98%"
"02/07/2025","824.73","821.39","827.90","815.17","","0.39%"
"02/06/2025","821.51","829.73","838.97","819.59","","-0.99%"
"02/05/2025","829.70","840.80","847.57","824.10","","-1.32%"
"02/04/2025","840.80","815.96","843.56","811.13","","3.05%"
"02/03/2025","815.91","825.25","825.25","796.89","","-1.21%"
"01/31/2025","825.91","822.11","846.29","819.54","","0.46%"
"01/30/2025","822.15","812.57","828.01","812.57","","1.10%"
"01/29/2025","813.19","800.30","815.29","800.30","0.00K","1.61%"
"01/28/2025","800.30","796.61","810.86","784.87","0.00K","0.46%"
"01/27/2025","796.61","785.44","796.61","776.88","0.00K","1.42%"
"01/24/2025","785.46","809.05","809.34","785.10","0.00K","-2.87%"
"01/23/2025","808.67","794.61","809.14","793.14","0.00K","1.76%"
"01/22/2025","794.69","804.57","804.57","790.39","0.00K","-1.23%"
"01/21/2025","804.56","813.28","816.14","801.52","0.00K","-1.09%"
"01/20/2025","813.45","820.95","830.88","813.45","0.00K","-0.92%"
"01/17/2025","820.97","853.93","853.93","810.17","0.00K","-3.86%"
"01/16/2025","853.93","863.66","864.13","849.73","0.00K","-1.10%"
"01/15/2025","863.42","866.65","869.43","856.16","0.00K","-0.34%"
"01/14/2025","866.35","866.34","875.99","861.27","0.00K","-0.14%"
"01/13/2025","867.57","861.81","875.56","856.02","0.00K","0.66%"
"01/10/2025","861.84","816.77","864.21","816.77","0.00K","5.52%"
"01/09/2025","816.77","821.34","825.87","810.48","0.00K","-0.55%"
"01/08/2025","821.29","823.24","826.57","816.16","0.00K","-0.24%"
"01/07/2025","823.30","812.29","823.77","792.63","0.00K","1.23%"
"01/06/2025","813.27","821.19","825.03","802.72","0.00K","-1.03%"
"01/03/2025","821.73","838.62","841.04","820.63","0.00K","-2.01%"
"01/02/2025","838.55","793.14","840.69","793.14","0.00K","5.75%"
"12/30/2024","792.95","796.47","807.29","791.79","0.00K","-0.44%"
"12/27/2024","796.47","777.82","804.72","777.82","0.00K","2.43%"
"12/23/2024","777.56","756.86","779.91","756.86","0.00K","2.73%"
"12/20/2024","756.89","750.25","758.60","746.65","0.00K","0.89%"
"12/19/2024","750.25","752.65","758.80","746.27","0.00K","-0.36%"
"12/18/2024","752.96","738.11","757.85","737.95","0.00K","2.02%"
"12/17/2024","738.06","773.11","773.11","737.27","0.00K","-4.54%"
"12/16/2024","773.17","787.08","793.79","766.96","0.00K","-1.81%"
"12/13/2024","787.42","783.18","791.33","782.72","0.00K","0.35%"
"12/12/2024","784.68","799.68","801.76","776.79","0.00K","-1.63%"
"12/11/2024","797.70","811.17","812.91","796.56","0.00K","-1.38%"
"12/10/2024","808.86","816.07","816.07","792.67","0.00K","0.71%"
"12/09/2024","803.19","806.34","817.34","800.35","0.00K","-0.40%"
"12/06/2024","806.39","817.92","827.24","804.52","0.00K","-1.24%"
"12/05/2024","816.49","830.85","832.21","807.37","0.00K","-0.86%"
"12/04/2024","823.58","817.43","836.34","817.43","0.00K","0.74%"
"12/03/2024","817.52","808.68","818.66","805.47","0.00K","1.08%"
"12/02/2024","808.76","824.56","824.56","802.80","0.00K","-1.92%"
"11/29/2024","824.62","823.13","829.30","816.73","0.00K","0.13%"
"11/28/2024","823.53","814.11","829.90","814.11","0.00K","1.16%"
"11/27/2024","814.06","856.95","856.95","802.87","0.00K","-4.56%"
"11/26/2024","852.99","851.86","860.42","848.87","0.00K","0.28%"
"11/25/2024","850.59","876.25","878.32","848.74","0.00K","-2.91%"
"11/22/2024","876.07","870.76","877.61","865.24","0.00K","0.59%"
"11/21/2024","870.89","901.03","901.03","866.46","0.00K","-3.04%"
"11/20/2024","898.15","881.58","901.98","881.58","0.00K","1.88%"
"11/19/2024","881.57","872.73","890.18","871.61","0.00K","1.03%"
"11/18/2024","872.60","861.39","873.00","856.84","0.00K","1.35%"
"11/15/2024","861.00","871.11","871.11","857.58","","-1.08%"
"11/14/2024","870.43","840.18","871.10","840.18","","3.64%"
"11/13/2024","839.85","832.29","841.03","828.80","","0.90%"
"11/12/2024","832.33","837.92","846.97","830.85","","-0.68%"
"11/11/2024","837.99","830.37","843.98","830.37","","0.93%"
"11/08/2024","830.27","837.83","841.66","825.91","","-0.83%"
"11/07/2024","837.23","821.33","843.68","821.33","","1.93%"
"11/06/2024","821.34","842.61","842.61","810.65","","-2.50%"
"11/05/2024","842.44","835.19","848.42","833.89","","0.99%"
"11/04/2024","834.22","849.57","849.57","833.32","","-1.83%"
"11/01/2024","849.81","850.70","859.24","845.04","","-0.02%"
"10/31/2024","849.98","852.12","854.79","840.00","","-0.24%"
"10/30/2024","852.06","888.90","888.90","852.06","","-4.20%"
"10/29/2024","889.42","887.70","896.45","877.87","","0.19%"
"10/28/2024","887.70","900.02","901.57","880.07","","-1.31%"
"10/25/2024","899.50","896.28","904.42","891.06","","0.36%"
"10/24/2024","896.28","925.55","925.55","894.27","","-3.14%"
"10/23/2024","925.29","952.56","952.56","921.25","","-2.86%"
"10/22/2024","952.57","949.27","955.96","942.44","","0.36%"
"10/21/2024","949.15","949.50","962.11","948.42","","0.02%"
"10/18/2024","948.92","950.14","961.37","948.87","","-0.23%"
"10/17/2024","951.10","953.34","960.17","951.02","","-0.22%"
"10/16/2024","953.17","952.57","954.40","942.94","","0.06%"
"10/15/2024","952.57","979.59","979.59","946.68","","-2.76%"
"10/14/2024","979.59","996.25","997.73","979.54","","-1.60%"
"10/11/2024","995.52","1,001.80","1,002.43","991.33","","-0.62%"
"10/10/2024","1,001.71","986.20","1,002.14","983.79","","1.59%"
"10/09/2024","986.04","989.00","999.17","983.14","","-0.31%"
"10/08/2024","989.08","1,009.22","1,009.22","989.08","","-2.00%"
"10/07/2024","1,009.31","1,007.28","1,009.31","996.49","","0.25%"
"10/04/2024","1,006.81","1,000.50","1,009.00","989.59","","0.65%"
"10/03/2024","1,000.27","999.48","1,004.53","989.79","","0.06%"
"10/02/2024","999.63","981.41","1,003.20","981.41","","1.92%"
"10/01/2024","980.81","971.11","986.80","963.97","","1.06%"
"09/30/2024","970.49","976.91","983.99","967.57","","-0.55%"
"09/27/2024","975.88","982.08","983.55","970.04","","-0.61%"
"09/26/2024","981.89","973.40","991.36","973.16","","0.88%"
"09/25/2024","973.33","991.19","991.33","969.52","","-0.19%"
"09/24/2024","975.19","967.07","985.66","967.07","","0.90%"
"09/23/2024","966.46","968.39","969.73","948.28","","-0.21%"
"09/20/2024","968.54","989.98","989.98","961.92","","-2.18%"
"09/19/2024","990.08","980.06","994.29","979.95","","1.13%"
"09/18/2024","979.05","971.09","983.31","969.25","","0.82%"
"09/17/2024","971.09","951.84","975.13","951.84","","2.23%"
"09/16/2024","949.93","938.56","950.38","933.76","","1.16%"
"09/13/2024","939.07","932.21","942.18","931.95","","0.73%"
"09/12/2024","932.30","907.68","932.30","907.68","","3.06%"
"09/11/2024","904.59","896.29","909.87","896.29","","0.96%"
"09/10/2024","895.98","907.84","918.84","895.98","","-0.74%"
"09/09/2024","902.64","905.99","905.99","887.95","","-0.03%"
"09/06/2024","902.95","892.21","904.12","890.84","","1.20%"
"09/05/2024","892.21","904.80","904.80","879.72","","-1.39%"
"09/04/2024","904.80","902.00","908.64","888.97","","0.33%"
"09/03/2024","901.86","919.64","934.21","899.73","","-1.91%"
"09/02/2024","919.43","949.51","949.51","919.43","","-2.47%"
"08/30/2024","942.73","909.76","945.69","909.76","","3.22%"
"08/29/2024","913.32","905.98","915.01","898.26","","0.82%"
"08/28/2024","905.93","928.54","930.08","905.93","","-2.33%"
"08/27/2024","927.53","930.58","932.41","921.87","","-0.37%"
"08/26/2024","930.96","932.95","935.76","919.21","","0.14%"
"08/23/2024","929.62","920.00","932.04","914.24","","1.04%"
"08/22/2024","920.03","923.55","925.18","910.43","","-0.35%"
"08/21/2024","923.30","908.68","928.52","908.68","","1.61%"
"08/20/2024","908.68","936.22","936.22","908.20","","-2.78%"
"08/19/2024","934.64","948.47","948.57","928.19","","-1.44%"
"08/16/2024","948.29","948.19","967.18","947.33","","0.05%"
"08/15/2024","947.79","947.04","958.27","938.39","","0.04%"
"08/14/2024","947.43","924.92","948.79","922.64","","2.43%"
"08/13/2024","924.92","930.73","945.55","922.92","","-0.62%"
"08/12/2024","930.67","914.51","934.92","914.51","","1.95%"
"08/09/2024","912.85","897.56","923.52","897.56","","1.70%"
"08/08/2024","897.56","906.02","906.02","887.92","","-0.93%"
"08/07/2024","906.02","888.61","908.95","887.49","","1.99%"
"08/06/2024","888.31","876.81","909.06","873.89","","1.42%"
"08/05/2024","875.90","892.72","892.72","824.70","0.00K","-2.20%"
"08/02/2024","895.64","950.27","950.27","894.53","0.00K","-5.75%"
"08/01/2024","950.30","956.77","960.19","947.95","0.00K","-0.68%"
"07/31/2024","956.77","953.32","963.47","951.28","0.00K","0.39%"
"07/30/2024","953.03","961.31","961.31","944.50","0.00K","-0.91%"
"07/29/2024","961.76","936.46","961.76","936.46","0.00K","2.70%"
"07/26/2024","936.46","939.91","951.69","935.15","0.00K","-0.36%"
"07/25/2024","939.88","957.19","957.43","938.48","0.00K","-1.85%"
"07/24/2024","957.63","970.18","976.79","957.24","0.00K","-1.29%"
"07/23/2024","970.12","963.17","977.73","963.17","0.00K","0.72%"
"07/22/2024","963.18","933.87","965.48","933.87","0.00K","3.20%"
"07/19/2024","933.29","937.13","939.23","923.46","0.00K","-0.42%"
"07/18/2024","937.25","936.25","941.78","927.41","0.00K","0.15%"
"07/17/2024","935.85","938.63","942.46","934.60","0.00K","-0.29%"
"07/16/2024","938.53","934.49","940.79","933.84","0.00K","0.47%"
"07/15/2024","934.13","930.25","935.98","922.43","0.00K","0.42%"
"07/12/2024","930.24","933.11","935.82","919.71","0.00K","-0.32%"
"07/11/2024","933.21","957.50","957.50","933.21","0.00K","-2.52%"
"07/10/2024","957.31","952.90","958.66","944.64","0.00K","0.46%"
"07/09/2024","952.95","949.40","960.17","945.43","0.00K","0.36%"
"07/08/2024","949.49","979.60","979.60","949.05","0.00K","-3.07%"
"07/05/2024","979.60","994.81","995.82","978.62","0.00K","-1.49%"
"07/04/2024","994.44","1,012.39","1,013.79","989.32","0.00K","-1.77%"
"07/03/2024","1,012.39","1,006.64","1,015.08","1,006.64","0.00K","0.57%"
"07/02/2024","1,006.67","992.25","1,006.67","992.19","0.00K","1.64%"
"07/01/2024","990.38","1,015.53","1,019.72","987.75","0.00K","-2.47%"
"06/28/2024","1,015.50","1,011.26","1,026.99","1,011.22","0.00K","0.43%"
"06/27/2024","1,011.15","994.85","1,011.20","993.98","0.00K","1.67%"
"06/26/2024","994.50","966.13","994.54","966.13","0.00K","2.96%"
"06/25/2024","965.89","976.47","980.50","965.56","0.00K","-1.08%"
"06/24/2024","976.43","961.24","977.31","955.41","0.00K","1.58%"
"06/21/2024","961.21","949.05","963.36","949.05","0.00K","1.28%"
"06/20/2024","949.03","943.14","950.02","939.19","0.00K","0.83%"
"06/19/2024","941.21","939.41","952.60","939.41","0.00K","0.30%"
"06/18/2024","938.36","931.59","945.14","931.59","0.00K","0.88%"
"06/17/2024","930.16","921.20","932.66","916.86","0.00K","0.97%"
"06/14/2024","921.20","936.85","940.17","912.31","0.00K","-1.74%"
"06/13/2024","937.49","958.00","960.40","937.18","0.00K","-1.77%"
"06/12/2024","954.41","953.71","965.00","950.32","0.00K","0.06%"
"06/11/2024","953.85","987.09","987.09","946.60","0.00K","-3.37%"
"06/10/2024","987.09","980.89","987.29","966.15","0.00K","0.57%"
"06/07/2024","981.47","994.12","994.12","964.44","0.00K","-0.89%"
"06/06/2024","990.24","1,013.77","1,020.99","986.14","0.00K","-2.19%"
"06/05/2024","1,012.46","1,013.65","1,016.00","998.25","0.00K","-0.12%"
"06/04/2024","1,013.65","1,023.96","1,026.56","1,010.59","0.00K","-0.91%"
"06/03/2024","1,022.92","1,028.35","1,039.82","1,022.28","0.00K","-0.53%"
"05/31/2024","1,028.35","1,015.94","1,040.00","1,015.94","0.00K","1.21%"
"05/30/2024","1,016.05","1,012.97","1,028.48","1,005.14","0.00K","0.32%"
"05/29/2024","1,012.81","1,015.77","1,022.03","1,010.99","0.00K","-0.15%"
"05/28/2024","1,014.34","1,021.94","1,027.64","1,012.43","0.00K","-0.67%"
"05/27/2024","1,021.23","1,008.66","1,026.26","1,008.66","0.00K","1.25%"
"05/24/2024","1,008.67","994.81","1,008.67","990.55","0.00K","1.39%"
"05/23/2024","994.81","995.16","1,005.15","990.73","0.00K","0.53%"
"05/22/2024","989.59","1,028.80","1,029.97","988.34","0.00K","-2.41%"
"05/21/2024","1,014.05","994.10","1,020.61","994.10","0.00K","2.15%"
"05/16/2024","992.75","986.18","996.91","985.51","0.00K","0.55%"
"05/15/2024","987.34","992.58","1,004.00","986.13","0.00K","-0.48%"
"05/14/2024","992.15","996.29","1,007.01","987.46","0.00K","-0.25%"
"05/13/2024","994.66","991.56","999.72","986.68","0.00K","0.36%"
"05/10/2024","991.09","968.28","992.62","968.28","0.00K","2.43%"
"05/08/2024","967.58","942.20","967.58","942.20","","2.69%"
"05/07/2024","942.21","941.62","942.45","930.89","","0.06%"
"05/06/2024","941.62","936.55","942.14","928.80","","0.54%"
"05/03/2024","936.58","937.17","944.71","934.76","","-0.12%"
"05/02/2024","937.71","934.72","940.94","929.08","","0.32%"
"04/30/2024","934.72","915.41","943.29","915.41","","2.11%"
"04/29/2024","915.42","911.88","919.90","909.57","","0.94%"
"04/26/2024","906.91","887.66","912.97","887.43","","2.41%"
"04/25/2024","885.59","890.52","891.55","880.56","","-0.55%"
"04/24/2024","890.52","870.94","891.35","869.46","","2.61%"
"04/23/2024","867.85","853.52","868.86","853.52","","1.68%"
"04/22/2024","853.52","855.71","857.09","846.07","","-0.26%"
"04/19/2024","855.73","849.85","856.60","837.67","","0.72%"
"04/18/2024","849.63","864.69","864.69","849.02","","-1.74%"
"04/17/2024","864.69","842.68","866.00","842.68","","2.60%"
"04/16/2024","842.79","848.86","849.27","841.42","","-0.73%"
"04/15/2024","848.96","851.85","852.16","839.63","","-0.34%"
"04/12/2024","851.82","844.01","856.21","838.41","","0.92%"
"04/11/2024","844.04","814.64","847.31","814.64","","3.60%"
"04/10/2024","814.73","815.84","822.45","800.69","","-0.10%"
"04/09/2024","815.58","809.10","823.37","807.82","","0.82%"
"04/08/2024","808.98","815.09","817.38","808.43","","-0.76%"
"04/05/2024","815.19","807.59","816.52","807.37","","0.94%"
"04/04/2024","807.59","812.01","813.26","805.71","","-0.54%"
"04/03/2024","812.01","797.40","812.01","795.67","","1.89%"
"04/02/2024","796.94","776.75","802.73","776.75","","2.65%"
"03/27/2024","776.40","772.82","778.17","772.51","","0.51%"
"03/26/2024","772.45","773.75","773.75","768.68","","-0.18%"
"03/25/2024","773.84","774.92","777.33","765.71","","-0.11%"
"03/22/2024","774.69","778.89","783.97","773.95","","-0.59%"
"03/21/2024","779.31","763.48","779.31","763.48","","2.18%"
"03/20/2024","762.68","790.15","790.15","761.41","","-3.48%"
"03/19/2024","790.15","788.87","793.19","788.87","","0.50%"
"03/18/2024","786.20","794.63","800.36","785.28","","-1.01%"
"03/15/2024","794.23","783.66","797.60","783.66","","1.34%"
"03/14/2024","783.75","786.80","789.21","780.37","","-0.22%"
"03/13/2024","785.47","769.94","785.47","769.94","","2.02%"
"03/12/2024","769.94","761.85","771.55","758.87","","1.24%"
"03/11/2024","760.53","769.84","769.84","757.96","","-0.72%"
"03/08/2024","766.03","761.34","767.24","754.71","","0.70%"
"03/07/2024","760.69","762.53","767.80","758.24","","-0.20%"
"03/06/2024","762.23","787.41","790.38","762.23","","-3.21%"
"03/05/2024","787.47","793.18","793.18","779.67","","-0.29%"
"03/04/2024","789.73","794.18","803.93","782.65","","-0.50%"
"03/01/2024","793.66","787.80","799.90","787.80","","0.67%"
"02/29/2024","788.35","787.42","791.84","771.62","","-0.42%"
"02/28/2024","791.64","774.84","795.29","773.96","","2.17%"
"02/27/2024","774.79","798.24","798.24","774.72","","-2.94%"
"02/26/2024","798.24","796.12","801.53","793.78","","0.27%"
"02/23/2024","796.12","791.96","797.13","787.95","","0.65%"
"02/22/2024","790.98","803.15","809.52","790.98","","-1.39%"
"02/21/2024","802.11","801.13","803.29","783.87","","1.61%"
"02/20/2024","789.40","803.06","803.06","783.85","","-1.62%"
"02/19/2024","802.43","801.81","805.58","794.46","","0.09%"
"02/16/2024","801.72","793.09","808.41","793.09","","1.08%"
"02/15/2024","793.19","814.04","815.41","786.22","","-2.57%"
"02/14/2024","814.13","812.77","823.67","804.56","","0.17%"
"02/13/2024","812.75","812.30","824.69","810.91","","0.25%"
"02/12/2024","810.72","797.39","812.09","797.39","","1.80%"
"02/09/2024","796.41","796.20","802.07","790.33","","0.12%"
"02/08/2024","795.47","773.93","803.47","773.93","","2.67%"
"02/07/2024","774.79","790.05","790.05","764.46","","-1.92%"
"02/06/2024","789.99","773.42","790.88","773.42","","2.13%"
"02/05/2024","773.50","775.20","788.70","772.81","","-0.15%"
"02/02/2024","774.69","787.81","787.81","766.03","","-1.67%"
"02/01/2024","787.81","777.78","793.23","777.27","","1.31%"
"01/31/2024","777.60","781.79","786.91","776.00","","-0.52%"
"01/30/2024","781.65","768.87","784.93","766.96","","1.69%"
"01/29/2024","768.66","775.45","790.45","768.62","","-0.88%"
"01/26/2024","775.48","777.34","780.01","770.16","","-0.23%"
"01/25/2024","777.29","784.60","792.99","777.24","","-0.92%"
"01/24/2024","784.53","762.77","784.53","762.77","","2.85%"
"01/23/2024","762.76","773.50","776.17","754.71","","-1.50%"
"01/22/2024","774.36","774.84","781.82","772.55","","-0.03%"
"01/19/2024","774.56","765.99","781.86","765.99","","1.37%"
"01/18/2024","764.07","758.05","767.87","755.88","","0.83%"
"01/17/2024","757.80","752.90","757.80","741.22","","0.51%"
"01/16/2024","753.95","739.76","754.94","734.87","","1.91%"
"01/15/2024","739.82","743.45","749.95","736.63","","-0.50%"
"01/12/2024","743.54","720.96","748.30","720.96","","3.13%"
"01/11/2024","720.96","750.31","750.31","718.71","","-4.16%"
"01/10/2024","752.28","747.71","756.81","747.71","","0.62%"
"01/09/2024","747.65","745.00","759.90","745.00","","0.37%"
"01/08/2024","744.90","754.49","763.75","743.09","","-1.27%"
"01/05/2024","754.52","756.89","756.89","746.87","","-0.34%"
"01/04/2024","757.11","733.41","757.31","733.02","","3.32%"
"01/03/2024","732.79","722.63","732.79","718.11","","1.41%"
"01/02/2024","722.63","704.96","726.51","704.96","","2.61%"
"12/29/2023","704.24","701.07","705.15","695.88","","0.40%"
"12/28/2023","701.42","703.22","705.00","695.21","","-0.25%"
"12/27/2023","703.19","725.98","725.98","701.21","","-3.18%"
"12/22/2023","726.30","713.64","728.09","713.64","","1.75%"
"12/21/2023","713.82","712.07","717.20","708.10","","0.05%"
"12/20/2023","713.46","709.08","719.97","708.09","","0.62%"
"12/19/2023","709.08","713.25","715.26","702.77","","-0.58%"
"12/18/2023","713.25","683.34","720.70","683.34","","4.40%"
"12/15/2023","683.17","674.66","688.21","674.66","","1.27%"
"12/14/2023","674.61","670.60","679.50","670.60","","0.81%"
"12/13/2023","669.21","679.54","679.54","660.83","","-1.36%"
"12/12/2023","678.44","686.25","687.71","672.72","","-1.11%"
"12/11/2023","686.08","698.98","699.94","684.78","","-1.84%"
"12/08/2023","698.94","693.65","699.93","693.14","","0.97%"
"12/07/2023","692.25","720.75","720.75","691.29","","-3.77%"
"12/06/2023","719.36","711.85","721.23","711.85","","1.06%"
"12/05/2023","711.84","716.55","721.26","711.19","","-0.60%"
"12/04/2023","716.13","724.19","725.32","714.45","","-1.11%"
"12/01/2023","724.19","706.71","724.84","706.71","","2.59%"
"11/30/2023","705.92","705.53","708.43","697.67","","-0.63%"
"11/29/2023","710.37","723.04","723.04","706.50","","-1.76%"
"11/28/2023","723.09","737.94","737.94","721.17","","-2.05%"
"11/27/2023","738.25","751.28","753.84","738.25","","-1.63%"
"11/24/2023","750.46","739.27","750.46","739.17","","1.48%"
